id_egresado,nombre_egresado,apellido_egresado,fecha_nacimiento,numero_documento,genero,id_tipo_documento,id_lugar_nacimiento
863,Milzie,Lamswood,1991-02-23,53-117-6101,F,3,2
864,Traver,Isacoff,1985-09-09,02-549-7532,M,1,3
865,Garey,Abercromby,2001-02-19,96-473-5394,M,2,3
866,Davide,Martine,1979-11-30,37-944-8079,M,3,2
867,Wyn,Godar,1994-08-18,32-117-2267,M,3,4
868,Pen,Warr,2002-04-22,79-908-0754,M,3,1
869,Gearalt,Pinxton,1997-09-07,44-515-1323,M,3,4
870,Adrian,Attow,1991-06-14,33-484-7363,F,1,5
871,Nadean,Stallebrass,1980-09-15,46-405-8949,F,2,3
872,Tucker,Astill,1983-06-30,58-320-0382,M,3,3
873,Tabitha,Verdie,1991-08-28,38-199-5493,F,3,1
874,Elissa,Shama,1994-01-18,87-679-9587,F,3,2
875,Louisette,Knottley,1997-08-01,59-946-4074,F,2,4
876,Fairfax,Merry,2002-05-04,65-924-4682,M,1,4
877,Nigel,Vannar,1980-02-25,86-518-6588,M,1,1
878,Pris,Evert,1988-05-20,10-577-8586,F,3,2
879,Kristen,Menaul,1988-05-01,82-464-2025,F,1,1
880,Melisenda,Amiranda,1973-11-26,00-245-9933,F,3,5
881,Randal,Janton,1995-01-18,75-137-4609,M,1,2
882,Gabe,Pamment,1994-09-06,11-769-0610,M,3,4
883,Nanni,Middlemist,2002-10-13,70-396-1805,F,3,5
884,Lissy,Tschiersch,1996-08-09,27-684-3981,F,1,4
885,Nathanial,Vinten,1989-12-09,45-806-1989,M,2,3
886,Hogan,Corcoran,1976-05-17,94-134-8126,M,1,4
887,Sutherland,Yarrall,1999-07-05,58-949-0029,M,3,4
888,Madelon,Seagrave,1970-02-25,80-200-4361,F,2,3
889,Worth,Currell,1981-06-24,88-362-8169,M,3,5
890,Irwinn,Gerrard,1977-06-11,68-545-7486,M,3,1
891,Pablo,Lyfield,2002-01-04,48-849-2640,M,3,2
892,Sidonia,Warmisham,1989-09-02,37-869-7802,F,2,1
893,Putnem,Gadeaux,1997-09-22,28-327-1356,M,1,5
894,Hetti,Roper,1978-06-28,29-299-5354,F,2,5
895,Mackenzie,Pingstone,1995-09-03,74-644-3605,M,2,4
896,Forbes,Baise,1984-07-23,51-083-2940,M,1,1
897,Eilis,Breeds,1985-11-07,67-527-5067,F,2,1
898,Romola,Ovill,2002-07-22,34-352-4735,F,3,3
899,Rodge,Asey,1990-06-09,87-702-6050,M,2,5
900,Rowland,Pactat,1975-07-18,12-438-0872,M,2,3
901,Evangelia,Newlin,1988-05-24,05-225-3923,F,1,3
902,Kort,Gottschalk,1981-01-28,56-655-8807,M,3,2
903,Claretta,Ivimy,1998-08-06,57-396-6608,F,3,1
904,Amalita,Gresswell,1975-07-07,93-356-5897,F,1,2
905,Georgette,Callum,1971-12-22,91-871-7877,F,3,1
906,Xymenes,Bleasby,1981-01-17,08-805-7823,M,1,5
907,Abagael,Devanney,1985-04-07,11-256-5660,F,1,2
908,Kingsley,Keddy,1998-03-02,91-794-9322,M,1,1
909,Odelinda,Didball,1981-08-27,35-904-5885,F,3,1
910,Moshe,Champ,1991-10-17,17-885-7265,M,3,2
911,Salim,Liver,1970-07-13,92-407-7403,M,3,3
912,Glenden,Fedorchenko,1978-12-24,96-607-0711,M,1,5
913,Garvey,Blagden,1981-08-04,56-052-1577,M,3,4
914,Gustave,Martinets,1998-03-01,73-159-9377,M,3,1
915,Shelley,Lascell,1991-04-03,03-529-4738,M,3,4
916,Ingrid,Heaphy,1987-03-28,30-028-5350,F,2,4
917,Winn,Rubra,1975-12-16,23-786-4999,M,2,5
918,Dill,Broadbury,1978-02-10,63-255-2158,M,3,2
919,Carmelle,Dewis,2001-08-13,98-343-3256,F,3,2
920,Jada,Bundey,2002-08-18,65-092-9968,F,2,5
921,Michail,Barhims,1970-11-04,29-511-9734,M,2,3
922,Carie,Sturdgess,1994-03-11,56-155-0544,F,2,3
923,Web,Glassard,1989-07-31,69-594-1800,M,2,4
924,Eadie,Syme,1984-10-08,82-599-2646,F,1,1
925,Helenelizabeth,Beel,2000-01-08,06-591-4983,F,3,5
926,Shir,"Di Carlo",1997-04-17,27-719-3462,F,3,1
927,Delora,Surgison,1972-07-16,77-634-9917,F,1,4
928,Nancy,Broomhall,1995-09-17,54-750-0920,F,1,3
929,Lori,Spelsbury,1995-08-15,41-353-6318,F,2,1
930,Quinton,Bunson,1970-06-08,88-299-3996,M,3,5
931,Madelina,Merkle,1977-01-10,29-359-8774,F,3,5
932,Rupert,Chancelier,1977-08-20,17-551-9953,M,1,3
933,Irina,Walak,1987-02-18,87-731-7010,F,2,3
934,Galvin,Dinsell,1971-11-20,40-078-4790,M,3,3
935,Kathryne,Flavelle,1996-02-15,80-588-1019,F,3,2
936,Corinne,Mintoft,1974-09-01,56-177-1648,F,1,2
937,Randi,Brookwood,1983-05-11,17-642-0280,M,1,2
938,Rossy,Boate,1978-07-27,47-211-6427,M,1,4
939,Lianne,Cosker,1990-03-27,00-373-9470,F,1,5
940,Daune,Ellesmere,1992-07-03,47-539-4089,F,1,2
941,Kyle,Flattman,1998-05-27,59-661-3595,M,3,5
942,Leela,Behnke,1985-06-17,48-560-3549,F,1,4
943,Dalila,Willisch,1989-03-18,07-046-9447,F,1,4
944,Veronique,Brittain,1970-04-05,34-687-1924,F,2,3
945,Nolie,Rutty,1992-09-24,43-197-8077,F,2,1
946,Irma,Chilver,1976-10-11,84-931-0861,F,2,2
947,Siegfried,Sicha,2001-01-08,76-049-3825,M,2,1
948,Robbie,Leguey,1984-03-11,83-887-0628,F,1,5
949,Joni,Shynn,1985-07-24,35-939-1605,F,2,2
950,Levi,Maggi,1978-06-15,26-286-3556,M,3,1
951,Alwyn,Kunc,1980-01-10,33-862-8569,M,3,3
952,Paulita,Shelmerdine,1970-11-11,13-333-6076,F,1,3
953,Giulia,Hackford,1971-01-22,19-560-0825,F,2,4
954,Artemas,Jedrzej,1986-06-02,06-188-8333,M,3,2
955,Rock,McCorkindale,1974-08-11,26-008-2292,M,1,4
956,Evangelina,Cristofori,1999-04-12,91-604-9980,F,1,4
957,Sheffy,Germon,1988-06-02,68-033-7257,M,3,3
958,Adele,Adamski,1995-08-03,59-957-6043,F,1,3
959,Rasla,Cherrison,1995-07-27,67-994-6862,F,1,2
960,Paxton,Spaughton,2002-12-27,63-624-7884,M,3,5
961,Sinclair,Delea,1979-11-04,75-545-9558,M,2,4
962,Rickard,McVie,1983-04-08,89-213-8824,M,2,4
963,Sam,Kuban,1986-09-27,90-918-1276,F,3,2
964,Maren,Ludovico,1974-08-02,92-608-7424,F,3,3
965,Chiquia,Trivett,1979-06-30,85-993-8643,F,2,1
966,Stanford,Welldrake,1995-02-19,66-079-5676,M,2,4
967,Roobbie,Hebbron,1974-01-02,26-730-0664,F,2,1
968,Alleen,Mathers,1994-02-27,50-550-2983,F,3,4
969,Melli,Bront,1997-04-23,06-349-0283,F,2,1
970,Lilias,Muck,2001-12-27,53-037-9000,F,2,5
971,Rowney,Elfitt,1978-11-30,63-304-0524,M,2,2
972,Halsey,Hall-Gough,1976-09-06,91-389-9781,M,2,3
973,Ivy,McGillecole,2001-06-10,31-974-2486,F,2,4
974,Ario,O'Hoey,2002-07-29,10-851-7752,M,3,4
975,Irv,Jerosch,1994-08-27,93-900-3729,M,3,4
976,Jacques,Elletson,1985-08-01,85-085-9809,M,2,2
977,Ashlie,Grewar,1995-02-05,90-923-2827,F,3,3
978,Maurine,Decker,2002-04-06,45-975-2726,F,3,4
979,Lancelot,Westnedge,1996-09-12,38-893-1738,M,2,5
980,Rosalia,Ions,1971-02-24,92-207-2829,F,3,3
981,Birgitta,Byrcher,1988-09-13,32-422-6927,F,3,4
982,Marcelo,Slaten,1974-04-30,50-526-7466,M,1,4
983,Dominga,Maccari,1982-04-30,58-818-6976,F,1,2
984,Dane,Unwin,1971-12-22,63-977-0113,M,2,4
985,Loise,Simonazzi,2000-03-07,37-488-9181,F,3,5
986,Jaime,Fould,1983-02-21,50-447-6303,F,3,4
987,Urbanus,MacKey,2000-03-14,99-964-3880,M,2,4
988,Ashley,Stritton,1972-07-10,79-869-6259,M,3,3
989,Wilton,Sudworth,1998-03-02,43-976-0452,M,3,2
990,Bernadine,Pandya,1970-08-22,67-754-2504,F,1,1
991,Vincents,Lansbury,1974-03-11,13-172-5225,M,1,1
992,Maddie,Dales,1970-07-05,90-317-6124,F,2,3
993,Nonie,Dobing,1998-11-21,78-682-6090,F,3,3
994,Annora,Pidgley,1974-01-07,19-230-3532,F,2,2
995,Borg,Halwill,1988-10-06,61-556-6817,M,3,1
996,Gray,Wannan,1971-08-26,59-320-3910,M,2,4
997,Caryl,McDyer,1972-01-20,81-941-0622,M,3,4
998,Rolando,Figure,1971-04-29,55-098-3246,M,2,3
999,Gene,Coplestone,2002-04-26,74-998-1931,F,3,5
1000,Deb,Stanborough,1976-04-04,47-642-2967,F,2,5
